पतलून,trousers 
धारण-अक्षमता,acathexia 
अकैथेक्सिस,acathexis
पालतू,लामा Lama pacos 
ऐल्पैका,लामा alpaca 
औदरीय,धमनी arteria celiaca 
औदरीय,धमनी celiac trunk 
औदरीय,धमनी celiac artery 
औदरीय,धमनी truncus celiacus 
काँटे,के आकार का acanthoid 
काँटे,के आकार का acanthous 
काँटे,के आकार का spinous 
अकेंथोसिसग्रस्त,acanthotic 
अकैप्निया-संबंधी,acapnic 
अकैप्निया-संबंधी,acapnial 
अकैप्निया-संबंधी,acapnotic 
अंडपहीन,acarpelous 
अंडपहीन,acarpellous 
फलहीन,acarpous 
पूर्णपदी,acatalectic 
पूर्णपदी,acatalectic
पुच्छविहीन,acaudate 
पूँछरहित,acaudate 
पुच्छविहीन,acaudal 
पूँछरहित,acaudal 
पूर्णाक्षरी,acatalectic
पूर्णाक्षरी,acatalectic
तनारहित,acaulescent 
तनारहित,stemless 
पीछे,मुड़ना about-face 
पीछे,मुड़ना about-face 
आसानी,से सफलता पा लेना ace 
आसानी,से सफलता पा लेना breeze through 
आसानी,से सफलता पा लेना pass with flying colors 
आसानी,से सफलता पा लेना sweep through 
आसानी,से सफलता पा लेना nail 
खिल्ली,nail 
एस,निषेधक ACE inhibitor 
एस,निरोधक ACE inhibitor 
चिड़ी,का इक्का ace of clubs
ईंट,का इक्का ace of diamonds 
पान,का इक्का ace of hearts 
हुकुम,का इक्का ace of spades 
एसीब्यूटोलौल,acebutolol 
सेक्ट्रल,Sectral 
आलस,sloth
आलस,laziness
आलस,acedia
इथाका,Ithaca 
इथाकी,Ithaki 
विकेंद्रित,गुणसूत्र acentric chromosome 
सहजशिरोहीनता,acephalia 
सहज-अशीर्षता,acephalia 
सहजशिरोहीनता,acephaly 
सहज-अशीर्षता,acephaly 
सहज-अशीर्षता,acephalism 
सहजशिरोहीनता,acephalism 
ऐसिटोन,acetone 
शुक्ता,acetone 
प्रोपैनन,propanone 
डिमेथाइल,कीटोन dimethyl ketone 
अम्लरक्तता,acetonemia 
रक्ताम्लता,acetonemia 
अम्लरक्तता,ketonemia 
रक्ताम्लता,ketonemia 
अम्लरक्तता,ketosis 
रक्ताम्लता,ketosis 
एसीटोनमेह,acetonuria 
एसीटोनमेह,ketoaciduria 
एसीटोनमेह,ketonuria 
ए,सी सी ACC
लयवर्धन,accelerando 
उत्तरोत्तरत्वरित,accelerando 
लयवर्धन,के साथ accelerando 
गति,वर्धन acceleration
गति,वर्धन quickening
गति,वर्धन speedup
गति,वर्धन इकाई acceleration unit 
त्वरित्र,accelerator
त्वरित्र,accelerator pedal
त्वरित्र,gas
त्वरित्र,gas pedal
त्वरित्र,throttle
त्वरित्र,gun
उपरोधक,accelerator
उपरोधक,कपाटिका throttle valve
उत्प्रेरक,accelerator
एक्सिलरेटर,accelerator
कण,गतिज-ऊर्जावर्धक particle accelerator
गतिज-ऊर्जावर्धक,accelerator
गतिज-ऊर्जावर्धक,atom smasher
त्वरामापी,accelerometer 
ज़ोर,accent
उच्चारण,विशिष्टता accent
उच्चारण,विशिष्टता speech pattern
उच्चारण,speech pattern
बलाघात-चिन्ह,accent mark
ज़ोर,accenting
ज़ोर,emphasizing
ज़ोर,accentuation
एक्सेंटर,accentor
स्वराघात,सिद्धांत accentual system 
स्वराघात,सिद्धांत prosodic system 
स्वरांकन,accentuation
स्वीकार्यता,acceptability 
स्वीकार्यता,acceptableness 
ग्राह्यता,acceptability 
ग्राह्यता,acceptableness 
स्वीकरण,acceptance
स्वीकृति,प्रतिचयन acceptance sampling 
स्वीकरण,acceptation 
स्वीकारकर्ता,acceptor 
स्वीकारकर्ता,acceptor
सकारक,acceptor
ग्राही,आर एन ए acceptor RNA 
अंतरण,आर एन ए transfer RNA 
टी,आर एन ए tRNA 
घुलनशील,आर एन ए soluble RNA 
प्रवेश,accession
दाखिला,accession
दाखिला,access
दाखिला,admittance
प्रवेश,entree
दाखिला,entree
पैठ,access
अभिगम,कूट access code
अभिगम,access
अभिगम,मार्ग access road
सहयोगी,accessary
अतिरिक्त,वस्तु accessary
सहायक,अपराधी accessary
अपराध-सहायक,accessary
उपसाधन,accessary
एक्सेसरी,accessary
सुलभता,accessibility 
उपलब्धता,handiness 
उपलब्धता,availability 
प्राप्यता,availableness 
उपलब्धता,availableness 
सुगम्यता,approachability 
सुलभता,approachability 
प्राप्ति-क्रमांक,accession number
पंजीकरण,करना accession
अतिरिक्त,उपस्कर accessory
अतिरिक्त,उपस्कर accoutrement
अतिरिक्त,उपस्कर accouterment
पूरक,supplement
पूरक,accessory
पूरक,appurtenance
पूरक,add-on
सहायक,accessory
सहायक,adjunct 
सहायक,ancillary
सहायक,adjuvant
सहायक,appurtenant 
सहायक,auxiliary
सह-अपराधी,accessory after the fact
सह-अपराधी,accessory before the fact
सहायक,कपालीय शिरा accessory cephalic vein 
सह-अपराधी,accessory during the fact 
उपांगीय,फल accessory fruit 
उपांगीय,फल pseudocarp 
सहायक,अर्धायुग्मक शिरा accessory hemiazygos vein 
सहायक,अर्धायुग्मक शिरा accessory hemiazygous vein 
सहायक,अर्धायुग्मक शिरा vena hemiazygos accessoria 
सहायक,तंत्रिका accessory nerve 
सहायक,नाड़ी accessory nerve 
मेरुदण्डीय,सहायक तंत्रिका spinal accessory 
मेरुदण्डीय,सहायक नाड़ी spinal accessory 
सहायक,तंत्रिका nervus accessorius 
सहायक,नाड़ी nervus accessorius 
ग्यारहवीं,कपालीय तंत्रिका eleventh cranial nerve 
ग्यारहवीं,कपालीय नाड़ी eleventh cranial nerve 
सहायक,कशेरुकी तंत्रिका accessory vertebral vein 
